###	Basic Uppercase
A	ARROW HANDLE PHRAATE COLUMBIA
š	šel všichni slyšel pššt vyššie chceš
ß	meßergebnis mißstand großeltern maß
ù	nevenoù skirioù d’où treveloù runioù
ú	último ñandú hattyúúr champú
û	jeûne sükûnet cytûn tûsé brûe tû bûm
ü	über paragüeño vötürü menü
ý	ýmislegt hlýddi sambýli þrumuský
ÿ	artaÿctes L’Haÿ-les-Roses
ž	životem život každou snažili totéž
þ	þemba samþykkjasmark smiþþe veruorþ
ª	Footnoteª José M.ª Sr.ª Senhora
º	Nº Iº die Julii 2º secondo XXº vicensimo

###	Uppercase Latin Extended-A Accents
Ā	ĀRDOR ĀTUM ABLĀTUM ALTERĀ TENERĀ
Ă	ĂMICTUS ĂVUS FLĀVESCO ILLĂ INFERĂ
Ą	ŁĄCZY KSIĄDZ OSIĄGNĄĆ MAJĄC NASTĄPI BIORĄ
Ć	DZIEĆMI GARŚĆ POSZUKAĆ ARESZTOWAĆ DODAĆ
Ĉ	ĈUKĈA ĈI AKRONIĈO KAPUĈOĈAPELO EĈ
Ċ	ĊAW ĊERTI ĊELLULA ĊENTEŻMU ĊELLULA
Č	ČEM ČUOVVUT SLEČNO VEČER LIVČČII PROČ
Ď	ĎALEJ ĎÁBEL TEĎKA BUĎME POJĎTE TEĎ
Đ	ĐI ĐÁNH ĐOẠN ĐƯỜNG ŃÚĐ AĐ
Ē	ĒMITTO ĒTUM DISCĒDO OPĒS EPITOMĒ
Ĕ	ĔDAX VĔHO QUĔO NĔQUĔ MĂRĔ MALĔ
Ė	SĖJO ETIKETĖ JONINĖS KARVĖ ABEJONĖ
Ę	BĘDĘ KRĘCI DOSTĘPU WZIĘŁA DECYZJĘ
Ě	ĚS ĚĹÍ NĚKDO UDĚLAL DVĚSTĚ STEJNĚ
Ĝ	ĜUADO SINĜENA ORANĜA LOĜ
Ğ	BAĞLANA OLUNDUĞU SIĞINACAQ UYĞUN
Ġ	ĠDIDA ĠIMGĦA ĠUST ĠENERALI ĠNIEN
Ģ	ĢEOMETRIJA SPIEĢELIS PAREĢIS AĢENTŪRA
Ĥ	ĤINUJO ĈEĤA TEĤNOKRATA AKROSTIĤO AĤ
Ħ	ĦABAQ ĦABSI ĦUTTAFA BAĦAR RUUĦ
Ĩ	DĨA NGHĨA NHĨ NĨA ĐĨ
Ī	ĪTUM ĪGNĪ LĪBER PRĪMUS BARBITĪ EQUĪ
Ĭ	ĬTEM ĬNĬMĪCUS CORRĬGO EXSLĬĬUM DELĬCIO QUĂSĬ
Į	ĮPRASTA ĮBRUKTI NEPAGRĮSTAS KURĮ TRUPUTĮ
I	IRKI ISLAK AZADLIQ YUKARIDA HAKLARI
Ĳ	ĲSHOCKEY BĲL NĲMAN BURGERLĲK GALERĲ
ÍJ	MÍJN FÍJN
Ĵ	ĴABOTO ĴETAĴO ĴURASANO ĴUS ĴETKUBUJO
Ķ	ĶELTIETE FIZIĶE KAĶĒNS SMĒĶĒT ŠĶĪVJI
Ĺ	ĹÄČÍ ŃĹĂŔ ĚĹÍ ÁŔŇĹ ÍĹ ÁĹŘĹ ŮĹ
Ļ	ĻAUNA KĻŪST TĀDĒĻ ĻAUDIS BĒGĻI
Ľ	KOĽKO ODKIAĽ RIADITEĽ
Ŀ	EXCEĿLENT IĿLOSTRADA IĿLEGAL
Ł	ŁYKO MUŁŁA BĘCWAŁ JAŁOWCÓWKA
Ń	ŃÚĐ ČŃĘŔĚ SEŃOR ŃĹĂŔ PAŃSKA TYDZIEŃ
Ņ	ŅIPRI GUŅĢIS JUAŅS NOŅEMT TURKMĒŅU
Ň	ŇÓĘ CHRAŇTE TUČŇÁK PŘÍZEŇ NAPLŇ
Ŋ	ŊG ŊAA JAŊDE EŊO MAŊŊIL TIŊGGAT
Ō	ŌHNO EXPLŌDŌ ABNUŌ
Ŏ	ŎPORTET PERMŎVEO CITŎ
Ő	ŐKET FŐ ŐŐŐ MIELŐTT ELSŐ
Œ	ŒIL ŒILLADE HORS-D'ŒUVRE AMŒBE FŒTUS
Ŕ	ŇŔÇČ ČŃĘŔĚ ÁŔŇĹ MŔR ĘŔĘ ŇŔĘŔ ŃĹĂŔ
Ŗ	KAŖŠ MĒŖA BĒŖU PULVEŖKAFIJA
Ř	ŘÍKAL ŘÍKÁ DOPŘEDU DOBŘE GŘRE DOVNITŘ RYTÍŘ
Ś	ŚWIATU WŚRÓD CZĘŚCI PUŚCIĆ OPUŚĆ ABYŚ
Ŝ	ŜTATANO ŜUŜI MAŜINO BAKŜIŜO FIŜHOKI
Ş	ŞƏXSIN KIŞILƏR PEŞƏ TƏŞKILATIN GENIŞ
Š	ŠARM OŠTRICA BIVŠI RIJEŠITI HOĆEŠ
Ţ	ŢAP FAŢADĂ PRONUNŢARE FETIŢĂ ANUNŢ
Ť	ŤUK PUSŤTE TLUSŤOCH ZAPLAŤ PUSŤ OBRAŤ
Ŧ	RUOŦAGIELLA GEÄŦKKIE MUOŦŦALII
Ũ	ŨRĨ GĨKŨYŨ MBŨTŨ NGŨŨRI PIŨ
Ū	ŪLLUS ŪTRUMQUE FRŪCTUS LŪX OBSCŪRO GENŪ
Ŭ	ŬTER ŬBĪ FRŪGĪ PŬTO TĔNŬI FŬROR MŬLIER
Ů	ŮĹ ZPŮSOB PŮJDEME SVŮJ DOMŮ DOLARŮ
Ű	ŰRBEN MŰVELSZ KITŰNŐ HŰŰ GYŰRŰ NEVŰ
Ų	AZIJIEČIŲ DARŽOVIŲ RANKŲ LATVIŲ
Ŵ	ŴPS ŴYR GRŴP HINDŴAETH HALIBALŴ
Ŷ	CAERLŶR HŶN ŶD
Ź	ŹLE IDŹCIE JEDŹMY OBUDŹ PRZYJDŹ CHODŹ
Ż	ŻYCIA NIŻEJ RÓŻNE KAŻDEGO MĘŻCZYZN ALEŻ
Ž	ŽARGON ŽELI DOŽIVOTNI DRŽALO BARAŽ

###	Lowercase Latin Extended-A Accents
ā	ārdor ātum ablātum alterā tenerā
ă	ămictus ăvus flāvesco illă inferă
ą	łączy ksiądz osiągnąć mając nastąpi biorą
ć	dziećmi garść poszukać aresztować dodać
ĉ	ĉukĉa ĉi akroniĉo kapuĉoĉapelo eĉ
ċ	ċaw ċerti ċellula ċenteżmu ċellula
č	čem čuovvut slečno večer livččii proč
ď	ďalej ďábel teďka buďme pojďte teď
đ	đi đánh đoạn đường ńúđ ađ
ē	ēmitto ētum discēdo opēs epitomē
ĕ	ĕdax vĕho quĕo nĕquĕ mărĕ malĕ
ė	sėjo etiketė Joninės karvė abejonė
ę	będę kręci dostępu wzięła decyzję
ě	ěs ěĺí někdo udělal dvěstě stejně
ĝ	ĝuado sinĝena oranĝa loĝ
ğ	bağlana olunduğu sığınacaq uyğun
ġ	ġdida ġimgħa ġust ġenerali ġnien
ģ	ģeometrija spieģelis pareģis aģentūra
ĥ	ĥinujo ĉeĥa teĥnokrata akrostiĥo aĥ
ħ	ħabaq ħabsi ħuttafa baħar ruuħ
ĩ	dĩa nghĩa nhĩ nĩa đĩ
ī	ītum īgnī līber prīmus barbitī equī
ĭ	ĭtem ĭnĭmīcus corrĭgo exslĭĭum delĭcio quăsĭ
į	įprasta įbrukti nepagrįstas kurį truputį
ı	ırkı ıslak azadlıq yukarıda hakları
ĳ	ĳshockey bĳl nĳman burgerlĳk galerĳ
íj	míjn fíjn
ĵ	ĵaboto ĵetaĵo ĵurasano ĵus ĵetkubujo
ķ	ķeltiete fiziķe kaķēns smēķēt šķīvji
ĸ	ĸulainalik ĸulangerpa ĸulailauuput
ĺ	ĺäčí ńĺăŕ ěĺí áŕňĺ íĺ áĺřĺ ůĺ
ļ	ļauna kļūst Tādēļ ļaudis bēgļi
ľ	Koľko odkiaľ riaditeľ
ŀ	exceŀlent iŀlostrada iŀlegal
ł	łyko mułła bęcwał jałowcówka
ń	ńúđ čńęŕě seńor ńĺăŕ pańska tydzień
ņ	ņipri guņģis juaņs noņemt turkmēņu
ň	ňóę chraňte tučňák přízeň naplň
ŉ	does the ŉ appear with other letters?
ŋ	ŋg ŋaa jaŋde eŋo maŋŋil tiŋggat
ō	ōhno Explōdō Abnuō
ŏ	ŏportet Permŏveo Citŏ
ő	őket fő őőő Mielőtt Első
œ	œil œillade hors-d'œuvre amœbe fœtus
ŕ	ňŕçč čńęŕě áŕňĺ mŕr ęŕę ňŕęŕ ńĺăŕ
ŗ	kaŗš mēŗa bēŗu pulveŗkafija
ř	říkal říká dopředu dobře gřre dovnitř rytíř
ś	światu wśród części puścić opuść abyś
ŝ	ŝtatano ŝuŝi maŝino bakŝiŝo fiŝhoki
ş	şəxsin kişilər peşə təşkilatın geniş
š	šarm oštrica bivši riješiti hoćeš
ţ	ţap faţadă pronunţare fetiţă anunţ
ť	ťuk pusťte tlusťoch zaplať pusť obrať
ŧ	ruoŧagiella geäŧkkie muoŧŧalii
ũ	ũrĩ gĩkũyũ mbũtũ ngũũri piũ
ū	ūllus ūtrumque frūctus lūx obscūro genū
ŭ	ŭter ŭbī frūgī pŭto tĕnŭi fŭror mŭlier
ů	ůĺ způsob půjdeme svůj domů dolarů
ű	űrben művelsz kitűnő hűű gyűrű nevű
ų	azijiečių daržovių rankų latvių
ŵ	ŵps ŵyr grŵp hindŵaeth halibalŵ
ŷ	caerlŷr hŷn ŷd
ź	źle idźcie jedźmy obudź przyjdź chodź
ż	życia niżej różne każdego mężczyzn ależ
ž	žargon želi doživotni držalo baraž

###	Localized Polish Accents
/Ckreska	DZIEĆMI GARŚĆ POSZUKAĆ ARESZTOWAĆ DODAĆ
/Nkreska	PAŃSKIE MAŁŻEŃSTWA SKOŃCZY BADAŃ ZOSTAŃ
/Okreska	AGENTÓW BÓG RÓBCIE CÓRKĄ MÓGŁBY IEKTÓRE
/Skreska	ŚWIAT GOŚCI ZCZĘŚCIA TAŚMĘ ODLEGŁOŚĆ ABYŚ
/Zkreska	PÓŹNO CHODŹMY MĘŻCZYŹNI ZNAJDŹ WŁAŹ
/ckreska	dziećmi garść poszukać aresztować dodać
/nkreska	pańskie małżeństwa skończy badań zostań
/okreska	agentów bóg róbcie córką mógłby iektóre
/skreska	świat gości zczęścia taśmę odległość abyś
/zkreska	późno chodźmy mężczyźni znajdź właź

###	Dutch j-acute
/jacute	verblíjven blíjf

###	Uppercase Latin Extended-B Accents
Ǎ	ǍIXIǍO BIǍOSHÌ LǍO YǍNJĪNG LǍOSHĪ XUǍN BǍ
Ǻ	HǺND
Ǽ	LǼS ǼFÆST ÁGLǼC DǼMA NǼG PLASTICǼ SǼ
Ǧ	ǦARASEN ǦADĪD FUǦNUTEN EǦǦIN AJEǦǦID
Ǫ	ǪLLD ǪRVANGA
Ǿ	NORǾRNT DǾMA STǾLL TǾ
Ș	ȘOCA ȘUȘUI ȘARJĂ FIȘIER BOTROȘ CUȘCUȘ
Ț	ȚICNIT REȚETĂ RELAȚII FRĂȚIE IRKUȚK CITEȚ
Ȳ	GŌRȲTOS SȲCAMINUS
Ə	ƏRƏFƏ ƏZIZ CƏLB ƏLLI GIRMƏK MÜƏLLIF DƏFƏ

###	Lowercase Latin Extended-B Accents
ǎ	ǎixiǎo biǎoshì lǎo yǎnjīng lǎoshī xuǎn bǎ
ǻ	hǻnd
ǽ	Lǽs ǽfæst áglǽc dǽma nǽg plasticǽ sǽ
ǧ	ǧarasen ǧadīd fuǧnuten eǧǧin ajeǧǧid
ǫ	ǫlld ǫrvanga
ǿ	Norǿrnt dǿma stǿll tǿ
ș	șoca șușui șarjă fișier botroș cușcuș
ț	țicnit rețetă relații frăție irkuțk citeț
ȳ	gōrȳtos sȳcaminus
ə	ərəfə əziz cəlb əlli girmək müəllif dəfə

###	Uppercase Latin Vietnamese Accents
Ạ	ĐẠO MẠC PHẠM MẠNH TẠP HOẠCH LẠI NGOẠI
Ả	ẢNH KHOẢNG GIẢI QUẢNG CẢNH ĐẢO PHẢI QUẢ
Ấ	ẤN NHẤT HẤP ĐẤU THẤM GIẤY XUẤT THẤT ĐẤU
Ầ	TRẦN GẦN HẦU ĐẦU LẦN TUẦN CẦN THẦY
Ẩ	ẨM ĐẨY CHUẨN CẨN KHẨU PHẨM
Ẫ	DẪN PHẪU NGẪU MẪU VẪN QUẪN BẪY
Ậ	LUẬT BẬT ĐẬM TRẬN THUẬN GIẬP NHẬP
Ắ	GẮN BẮC NẮNG ĐẮNG KHẮP SẮP TẮC
Ằ	NHẰM BẰNG RẰNG NẰM HẰNG
Ẳ	CHẲNG KHẲNG THẲNG DẲNG HẲN
Ẵ	NẴNG SẴN GẴNG NHẴN
Ặ	ĐẶT NẶNG MẶT ĐẶC GẶT CHẶT NGOẶT TẶNG
Ẹ	ĐẸP NGHỆT HẸN KẸT BẸP KẸO NGHẸN MẸ
Ẻ	HẺM RẺ NHA-KẺ LẺ KHOẺ SẺ VẺ TRẺ
Ẽ	SẼ CHẼ MẼ NGHẼN NAMSẼ LẼO NHẼ
